[LOG] System::create                           : Header version = 2.02.13. Current version = 2.02.13.
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_260.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_260.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_261.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_261.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_262.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_262.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_263.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_263.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_264.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_264.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_265.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_265.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_266.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_266.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_267.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_267.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_268.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_268.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_269.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_269.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_270.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_270.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_271.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_271.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_272.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_272.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_273.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_273.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_274.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_274.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_275.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_275.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_276.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_276.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_277.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_277.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_278.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_278.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_279.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_279.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_280.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_280.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_281.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_281.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_282.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_282.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_283.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_283.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_284.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_284.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_285.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_285.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_286.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_286.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_287.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_287.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_288.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_288.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_289.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_289.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_290.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_290.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_291.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_291.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_292.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_292.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_293.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_293.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_294.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_294.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_295.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_295.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_296.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_296.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_297.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_297.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_298.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_298.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_299.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_299.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_300.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_300.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_301.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_301.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_302.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_302.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_303.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_303.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_304.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_304.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_305.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_305.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_306.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_306.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_307.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_307.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_308.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_308.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_309.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_309.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_310.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_310.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_311.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_311.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_312.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_312.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_313.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_313.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_314.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_314.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_315.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_315.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_316.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_316.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_317.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_317.bank'
[LOG] Manager::readBank                        : fileversion = 142, compatVersion = 140 (oldest = 44, newest = 142)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/pipo9/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-qsxWJY/hotswap_318.bank
